userID,days,place 1,place 2,place 3,place 4,place 5,place 6,place 7,place 8,place 9,place 10,gender,children,with,season,budget
297,3,Chandranath Hill and Temple,Chittagong Circuit House,Bhatiari,Karnaphuli River,Naval Beach,,,,,,Male,Yes,Couple,Summer,12283.199999999999
298,9,Chandranath Hill and Temple,Naval Beach,Foy's Lake,,,,,,,,Male,No,Couple,Monsoon,11020.8
299,5,Mohamaya Lake,Foy's Lake,Guliakhali Sea Beach,Chandranath Hill and Temple,Napittachora Waterfalls,,,,,,Male,Yes,Family,Autumn,20000.0
300,8,Khoiyachora Waterfall,Chandranath Hill and Temple,Mohamaya Lake,Foy's Lake,Chittagong Circuit House,Patenga Sea Beach,Bhatiari,Napittachora Waterfalls,Karnaphuli River,Bashbaria Sea Beach,Female,Yes,Family,Winter,12655.5
301,9,Khoiyachora Waterfall,Patenga Sea Beach,Bashbaria Sea Beach,Chandranath Hill and Temple,Bhatiari,Mohamaya Lake,Naval Beach,Guliakhali Sea Beach,,,Female,No,Friends,Autumn,13338.0
302,3,Bashbaria Sea Beach,Naval Beach,,,,,,,,,Female,Yes,Couple,Summer,11562.0
303,10,Bhatiari,Chittagong Circuit House,Guliakhali Sea Beach,,,,,,,,Female,Yes,Solo,Monsoon,5367.0
304,5,Napittachora Waterfalls,Naval Beach,Patenga Sea Beach,Foy's Lake,Bashbaria Sea Beach,Karnaphuli River,,,,,Female,Yes,Family,Winter,16669.5
305,1,Foy's Lake,Bhatiari,Karnaphuli River,Khoiyachora Waterfall,Mohamaya Lake,Chandranath Hill and Temple,Abhay Mitra Ghat,Guliakhali Sea Beach,,,Female,Yes,Couple,Autumn,15592.8
306,6,Abhay Mitra Ghat,Patenga Sea Beach,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,,,Female,Yes,Couple,Autumn,11420.4
307,6,Bhatiari,Naval Beach,Bashbaria Sea Beach,Napittachora Waterfalls,Karnaphuli River,Guliakhali Sea Beach,,,,,Female,Yes,Couple,Autumn,18436.8
308,9,Khoiyachora Waterfall,Patenga Sea Beach,Napittachora Waterfalls,Bashbaria Sea Beach,Foy's Lake,Mohamaya Lake,Karnaphuli River,Guliakhali Sea Beach,Abhay Mitra Ghat,,Female,No,Solo,Autumn,11385.0
309,1,Foy's Lake,Naval Beach,Abhay Mitra Ghat,Chittagong Circuit House,Guliakhali Sea Beach,Mohamaya Lake,Patenga Sea Beach,Khoiyachora Waterfall,,,Male,Yes,Family,Summer,20000.0
310,9,Guliakhali Sea Beach,Khoiyachora Waterfall,Chandranath Hill and Temple,Foy's Lake,Napittachora Waterfalls,Abhay Mitra Ghat,Chittagong Circuit House,Bashbaria Sea Beach,,,Female,Yes,Solo,Summer,17500.0
311,6,Bhatiari,Guliakhali Sea Beach,Chittagong Circuit House,Bashbaria Sea Beach,Khoiyachora Waterfall,Napittachora Waterfalls,Naval Beach,,,,Female,Yes,Solo,Autumn,14399.0
312,4,Mohamaya Lake,Bhatiari,Khoiyachora Waterfall,Naval Beach,Chandranath Hill and Temple,Guliakhali Sea Beach,Napittachora Waterfalls,Foy's Lake,,,Female,Yes,Family,Autumn,15033.0
313,10,Guliakhali Sea Beach,Mohamaya Lake,Patenga Sea Beach,Naval Beach,Bashbaria Sea Beach,,,,,,Female,No,Family,Winter,20000.0
314,7,Patenga Sea Beach,Chandranath Hill and Temple,Khoiyachora Waterfall,Chittagong Circuit House,,,,,,,Female,Yes,Friends,Autumn,16379.0
315,5,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,,,,,Female,No,Solo,Autumn,19713.0
316,8,Mohamaya Lake,Bhatiari,Khoiyachora Waterfall,,,,,,,,Male,Yes,Friends,Winter,4095.0
317,9,Mohamaya Lake,Bhatiari,Napittachora Waterfalls,Chandranath Hill and Temple,Chittagong Circuit House,Abhay Mitra Ghat,Patenga Sea Beach,,,,Female,No,Friends,Autumn,8738.0
318,4,Bashbaria Sea Beach,,,,,,,,,,Female,No,Couple,Summer,20000.0
319,7,Khoiyachora Waterfall,Napittachora Waterfalls,,,,,,,,,Male,No,Friends,Autumn,13719.0
320,4,Abhay Mitra Ghat,Naval Beach,Chittagong Circuit House,Khoiyachora Waterfall,Karnaphuli River,,,,,,Female,No,Friends,Summer,10537.0
321,3,Chandranath Hill and Temple,Naval Beach,Mohamaya Lake,Karnaphuli River,Patenga Sea Beach,Bashbaria Sea Beach,,,,,Female,Yes,Solo,Autumn,9626.0
322,6,Bashbaria Sea Beach,Karnaphuli River,Abhay Mitra Ghat,Khoiyachora Waterfall,Foy's Lake,Bhatiari,Chandranath Hill and Temple,Chittagong Circuit House,Mohamaya Lake,,Female,Yes,Family,Winter,20000.0
323,9,Mohamaya Lake,Karnaphuli River,Napittachora Waterfalls,Chandranath Hill and Temple,Abhay Mitra Ghat,Guliakhali Sea Beach,Khoiyachora Waterfall,,,,Male,No,Solo,Summer,11873.0
324,3,Patenga Sea Beach,,,,,,,,,,Female,Yes,Friends,Summer,11119.0
325,8,Guliakhali Sea Beach,Abhay Mitra Ghat,Napittachora Waterfalls,Karnaphuli River,Bashbaria Sea Beach,,,,,,Female,No,Solo,Winter,15552.0
326,5,Mohamaya Lake,Naval Beach,,,,,,,,,Female,No,Friends,Summer,13795.0
327,7,Chandranath Hill and Temple,Naval Beach,Napittachora Waterfalls,Guliakhali Sea Beach,Foy's Lake,Abhay Mitra Ghat,Bashbaria Sea Beach,Patenga Sea Beach,,,Male,No,Friends,Monsoon,8834.0
328,5,Mohamaya Lake,Guliakhali Sea Beach,,,,,,,,,Female,No,Solo,Monsoon,12367.0
329,2,Abhay Mitra Ghat,Karnaphuli River,Khoiyachora Waterfall,Chittagong Circuit House,Guliakhali Sea Beach,,,,,,Female,No,Couple,Winter,9252.0
330,7,Chittagong Circuit House,Karnaphuli River,Chandranath Hill and Temple,Naval Beach,,,,,,,Female,Yes,Solo,Autumn,14930.0
331,9,Guliakhali Sea Beach,Chittagong Circuit House,Bhatiari,Foy's Lake,Patenga Sea Beach,Chandranath Hill and Temple,Abhay Mitra Ghat,Bashbaria Sea Beach,Napittachora Waterfalls,,Female,No,Family,Autumn,12963.0
332,5,Chandranath Hill and Temple,Bhatiari,,,,,,,,,Male,Yes,Family,Summer,20000.0
333,2,Khoiyachora Waterfall,Guliakhali Sea Beach,Chandranath Hill and Temple,Foy's Lake,Patenga Sea Beach,Bashbaria Sea Beach,Naval Beach,Bhatiari,Napittachora Waterfalls,,Male,Yes,Couple,Autumn,6039.599999999999
334,3,Napittachora Waterfalls,Bashbaria Sea Beach,Chandranath Hill and Temple,Patenga Sea Beach,Guliakhali Sea Beach,,,,,,Female,Yes,Friends,Autumn,4768.0
335,6,Khoiyachora Waterfall,,,,,,,,,,Male,Yes,Solo,Winter,11542.0
336,7,Bashbaria Sea Beach,Chittagong Circuit House,Karnaphuli River,Guliakhali Sea Beach,Abhay Mitra Ghat,Mohamaya Lake,Patenga Sea Beach,Naval Beach,,,Female,No,Solo,Winter,4461.0
337,5,Naval Beach,Karnaphuli River,Foy's Lake,Bashbaria Sea Beach,Abhay Mitra Ghat,Chittagong Circuit House,Chandranath Hill and Temple,,,,Male,Yes,Couple,Autumn,20000.0
338,4,Guliakhali Sea Beach,Karnaphuli River,Chandranath Hill and Temple,Abhay Mitra Ghat,Bhatiari,Naval Beach,Patenga Sea Beach,,,,Female,No,Friends,Winter,15084.0
339,1,Bashbaria Sea Beach,Guliakhali Sea Beach,Abhay Mitra Ghat,Naval Beach,Bhatiari,Patenga Sea Beach,Foy's Lake,Mohamaya Lake,Karnaphuli River,,Male,Yes,Friends,Summer,10681.0
340,1,Karnaphuli River,Napittachora Waterfalls,,,,,,,,,Male,Yes,Solo,Summer,15110.0
341,5,Foy's Lake,Patenga Sea Beach,Bashbaria Sea Beach,,,,,,,,Female,No,Family,Monsoon,5800.5
342,6,Chandranath Hill and Temple,Khoiyachora Waterfall,Abhay Mitra Ghat,Bhatiari,Foy's Lake,Mohamaya Lake,Guliakhali Sea Beach,Napittachora Waterfalls,,,Male,No,Solo,Summer,3897.0
343,4,Foy's Lake,Patenga Sea Beach,Chandranath Hill and Temple,Karnaphuli River,Mohamaya Lake,Guliakhali Sea Beach,Khoiyachora Waterfall,Naval Beach,Napittachora Waterfalls,Bhatiari,Female,Yes,Family,Winter,20000.0
344,8,Chandranath Hill and Temple,Patenga Sea Beach,Naval Beach,,,,,,,,Female,No,Couple,Autumn,20000.0
345,6,Patenga Sea Beach,Bashbaria Sea Beach,Napittachora Waterfalls,Chandranath Hill and Temple,Naval Beach,,,,,,Female,Yes,Couple,Autumn,6428.4
346,6,Karnaphuli River,Foy's Lake,Khoiyachora Waterfall,Mohamaya Lake,Chittagong Circuit House,Patenga Sea Beach,Chandranath Hill and Temple,Napittachora Waterfalls,,,Male,No,Friends,Monsoon,15150.0
347,10,Karnaphuli River,Bhatiari,,,,,,,,,Female,Yes,Friends,Monsoon,15000.0
348,10,Mohamaya Lake,Patenga Sea Beach,Guliakhali Sea Beach,,,,,,,,Female,Yes,Solo,Monsoon,6939.0
349,9,Foy's Lake,,,,,,,,,,Male,Yes,Family,Autumn,13597.5
350,9,Chittagong Circuit House,Bashbaria Sea Beach,Naval Beach,Guliakhali Sea Beach,,,,,,,Female,Yes,Couple,Monsoon,10798.8
351,7,Khoiyachora Waterfall,Mohamaya Lake,Guliakhali Sea Beach,Patenga Sea Beach,Bashbaria Sea Beach,Napittachora Waterfalls,,,,,Male,No,Solo,Summer,18127.0
352,2,Patenga Sea Beach,Naval Beach,,,,,,,,,Female,No,Couple,Summer,19118.399999999998
353,2,Patenga Sea Beach,Abhay Mitra Ghat,Chandranath Hill and Temple,Napittachora Waterfalls,,,,,,,Male,Yes,Family,Autumn,7306.5
354,3,Mohamaya Lake,Naval Beach,Foy's Lake,,,,,,,,Female,Yes,Couple,Winter,7742.4
355,6,Abhay Mitra Ghat,Mohamaya Lake,Bhatiari,Naval Beach,Bashbaria Sea Beach,,,,,,Female,No,Friends,Summer,6174.0
356,1,Napittachora Waterfalls,Naval Beach,Bhatiari,Guliakhali Sea Beach,Mohamaya Lake,Patenga Sea Beach,Karnaphuli River,Abhay Mitra Ghat,Khoiyachora Waterfall,,Male,Yes,Couple,Winter,13215.6
357,5,Patenga Sea Beach,Bhatiari,Guliakhali Sea Beach,Karnaphuli River,Abhay Mitra Ghat,Bashbaria Sea Beach,,,,,Female,Yes,Couple,Summer,5126.4
358,4,Bashbaria Sea Beach,Karnaphuli River,Patenga Sea Beach,Napittachora Waterfalls,Chittagong Circuit House,Khoiyachora Waterfall,Naval Beach,Abhay Mitra Ghat,Chandranath Hill and Temple,,Male,No,Solo,Summer,16381.0
359,2,Bashbaria Sea Beach,Khoiyachora Waterfall,Napittachora Waterfalls,Chandranath Hill and Temple,Abhay Mitra Ghat,Foy's Lake,Guliakhali Sea Beach,Patenga Sea Beach,Mohamaya Lake,Naval Beach,Female,No,Couple,Autumn,16651.2
360,9,Foy's Lake,Abhay Mitra Ghat,Khoiyachora Waterfall,Bhatiari,Chittagong Circuit House,Naval Beach,,,,,Female,No,Family,Monsoon,7375.5
361,1,Naval Beach,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,,,,Female,Yes,Solo,Summer,17978.0
362,4,Guliakhali Sea Beach,Patenga Sea Beach,Bashbaria Sea Beach,Chittagong Circuit House,Khoiyachora Waterfall,Foy's Lake,Napittachora Waterfalls,Karnaphuli River,Abhay Mitra Ghat,,Male,No,Friends,Summer,17377.0
363,10,Chittagong Circuit House,Patenga Sea Beach,,,,,,,,,Female,Yes,Family,Summer,17665.5
364,4,Bashbaria Sea Beach,Chandranath Hill and Temple,Guliakhali Sea Beach,Karnaphuli River,Napittachora Waterfalls,Patenga Sea Beach,Chittagong Circuit House,Abhay Mitra Ghat,Naval Beach,Bhatiari,Female,Yes,Couple,Monsoon,20000.0
365,4,Bashbaria Sea Beach,Mohamaya Lake,Chandranath Hill and Temple,Naval Beach,Guliakhali Sea Beach,,,,,,Female,No,Couple,Monsoon,11980.8
366,6,Chandranath Hill and Temple,Napittachora Waterfalls,Bashbaria Sea Beach,Patenga Sea Beach,Mohamaya Lake,Bhatiari,Abhay Mitra Ghat,Khoiyachora Waterfall,,,Male,Yes,Couple,Autumn,18736.8
367,3,Patenga Sea Beach,Chittagong Circuit House,Naval Beach,Guliakhali Sea Beach,Khoiyachora Waterfall,Bashbaria Sea Beach,,,,,Female,No,Family,Summer,16359.0
368,4,Mohamaya Lake,Bhatiari,Naval Beach,Karnaphuli River,Bashbaria Sea Beach,Patenga Sea Beach,Khoiyachora Waterfall,Foy's Lake,Chandranath Hill and Temple,,Male,No,Family,Monsoon,15297.0
369,10,Karnaphuli River,Patenga Sea Beach,Naval Beach,Napittachora Waterfalls,Khoiyachora Waterfall,Guliakhali Sea Beach,Chittagong Circuit House,,,,Male,Yes,Couple,Summer,20000.0
370,8,Karnaphuli River,Naval Beach,Abhay Mitra Ghat,Napittachora Waterfalls,Bhatiari,Bashbaria Sea Beach,Chandranath Hill and Temple,Mohamaya Lake,Patenga Sea Beach,Khoiyachora Waterfall,Male,No,Family,Summer,20000.0
371,5,Guliakhali Sea Beach,Patenga Sea Beach,Chandranath Hill and Temple,Karnaphuli River,Bhatiari,Mohamaya Lake,Napittachora Waterfalls,,,,Male,Yes,Solo,Winter,11414.0
372,4,Mohamaya Lake,Chandranath Hill and Temple,Foy's Lake,Naval Beach,Khoiyachora Waterfall,Napittachora Waterfalls,Abhay Mitra Ghat,Guliakhali Sea Beach,Patenga Sea Beach,,Male,No,Solo,Autumn,14806.0
373,4,Chittagong Circuit House,Karnaphuli River,Foy's Lake,Mohamaya Lake,,,,,,,Male,No,Friends,Winter,15417.0
374,4,Bhatiari,Abhay Mitra Ghat,Foy's Lake,Naval Beach,Napittachora Waterfalls,,,,,,Male,No,Solo,Autumn,8281.0
375,4,Abhay Mitra Ghat,Chandranath Hill and Temple,Naval Beach,,,,,,,,Female,Yes,Family,Monsoon,20000.0
376,3,Foy's Lake,Naval Beach,Karnaphuli River,Bhatiari,Patenga Sea Beach,Abhay Mitra Ghat,Napittachora Waterfalls,Bashbaria Sea Beach,Chandranath Hill and Temple,,Male,No,Solo,Summer,8895.0
377,10,Chittagong Circuit House,Bashbaria Sea Beach,,,,,,,,,Female,Yes,Friends,Summer,15910.0
378,1,Karnaphuli River,Patenga Sea Beach,Foy's Lake,Naval Beach,Mohamaya Lake,Bashbaria Sea Beach,Chandranath Hill and Temple,Chittagong Circuit House,Khoiyachora Waterfall,Guliakhali Sea Beach,Female,No,Couple,Autumn,10304.4
379,8,Karnaphuli River,Naval Beach,Foy's Lake,Chandranath Hill and Temple,Abhay Mitra Ghat,Guliakhali Sea Beach,Mohamaya Lake,Bashbaria Sea Beach,Napittachora Waterfalls,Khoiyachora Waterfall,Female,Yes,Family,Summer,20000.0
380,10,Chandranath Hill and Temple,Patenga Sea Beach,,,,,,,,,Female,Yes,Family,Autumn,20000.0
381,5,Chandranath Hill and Temple,Abhay Mitra Ghat,Khoiyachora Waterfall,Bhatiari,,,,,,,Male,Yes,Family,Monsoon,10972.5
382,6,Khoiyachora Waterfall,Chittagong Circuit House,Naval Beach,Guliakhali Sea Beach,,,,,,,Female,Yes,Family,Monsoon,20000.0
383,4,Abhay Mitra Ghat,Khoiyachora Waterfall,Napittachora Waterfalls,Naval Beach,,,,,,,Male,Yes,Family,Winter,7611.0
384,9,Bhatiari,Napittachora Waterfalls,,,,,,,,,Male,Yes,Solo,Summer,14662.0
385,5,Bhatiari,Patenga Sea Beach,Chandranath Hill and Temple,Napittachora Waterfalls,Karnaphuli River,Naval Beach,Khoiyachora Waterfall,Guliakhali Sea Beach,,,Female,No,Family,Monsoon,4672.5
386,9,Khoiyachora Waterfall,Mohamaya Lake,Napittachora Waterfalls,Naval Beach,Karnaphuli River,,,,,,Male,No,Couple,Winter,11032.8
387,6,Mohamaya Lake,,,,,,,,,,Female,No,Friends,Autumn,18933.0
388,4,Karnaphuli River,Abhay Mitra Ghat,Napittachora Waterfalls,Mohamaya Lake,Chandranath Hill and Temple,Guliakhali Sea Beach,,,,,Female,Yes,Friends,Monsoon,17581.0
389,3,Napittachora Waterfalls,Foy's Lake,Chandranath Hill and Temple,Khoiyachora Waterfall,Mohamaya Lake,Guliakhali Sea Beach,Bhatiari,Chittagong Circuit House,Patenga Sea Beach,,Female,No,Family,Monsoon,20000.0
390,5,Abhay Mitra Ghat,Foy's Lake,Bashbaria Sea Beach,Chandranath Hill and Temple,Naval Beach,Napittachora Waterfalls,,,,,Male,Yes,Friends,Summer,3938.0
391,5,Mohamaya Lake,Chittagong Circuit House,Bashbaria Sea Beach,Guliakhali Sea Beach,Napittachora Waterfalls,Foy's Lake,Karnaphuli River,Chandranath Hill and Temple,Naval Beach,Khoiyachora Waterfall,Male,Yes,Friends,Monsoon,19215.0
392,2,Napittachora Waterfalls,Abhay Mitra Ghat,Naval Beach,Bashbaria Sea Beach,Mohamaya Lake,Chandranath Hill and Temple,,,,,Male,No,Solo,Winter,5627.0
393,4,Chittagong Circuit House,Naval Beach,Napittachora Waterfalls,Bhatiari,Patenga Sea Beach,Karnaphuli River,Bashbaria Sea Beach,Chandranath Hill and Temple,,,Male,Yes,Family,Winter,20000.0
394,3,Karnaphuli River,Foy's Lake,Bashbaria Sea Beach,Napittachora Waterfalls,,,,,,,Male,No,Friends,Autumn,6039.0
395,2,Mohamaya Lake,Bashbaria Sea Beach,Naval Beach,Napittachora Waterfalls,Chittagong Circuit House,Karnaphuli River,Chandranath Hill and Temple,,,,Female,Yes,Family,Monsoon,20000.0
396,5,Mohamaya Lake,Guliakhali Sea Beach,Patenga Sea Beach,Bashbaria Sea Beach,Foy's Lake,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,Male,No,Family,Winter,20000.0
397,2,Chandranath Hill and Temple,,,,,,,,,,Female,No,Solo,Monsoon,6994.0
398,2,Guliakhali Sea Beach,Chandranath Hill and Temple,Foy's Lake,Abhay Mitra Ghat,Mohamaya Lake,Patenga Sea Beach,Napittachora Waterfalls,Chittagong Circuit House,Bhatiari,Bashbaria Sea Beach,Male,Yes,Solo,Winter,10400.0
399,4,Chandranath Hill and Temple,,,,,,,,,,Male,No,Family,Monsoon,17215.5
400,2,Khoiyachora Waterfall,Napittachora Waterfalls,Mohamaya Lake,Naval Beach,Bashbaria Sea Beach,Karnaphuli River,Bhatiari,Patenga Sea Beach,Chittagong Circuit House,Abhay Mitra Ghat,Female,Yes,Couple,Autumn,8846.4
401,3,Abhay Mitra Ghat,Mohamaya Lake,Naval Beach,Karnaphuli River,Chandranath Hill and Temple,Foy's Lake,Guliakhali Sea Beach,Napittachora Waterfalls,Bashbaria Sea Beach,Patenga Sea Beach,Female,Yes,Friends,Monsoon,10163.0
402,4,Mohamaya Lake,Napittachora Waterfalls,,,,,,,,,Male,No,Couple,Winter,7306.8
403,6,Chandranath Hill and Temple,Napittachora Waterfalls,Bashbaria Sea Beach,Chittagong Circuit House,Mohamaya Lake,Bhatiari,,,,,Male,No,Solo,Autumn,9879.0
404,3,Khoiyachora Waterfall,Bashbaria Sea Beach,Napittachora Waterfalls,Guliakhali Sea Beach,,,,,,,Male,Yes,Friends,Winter,11664.0
405,9,Mohamaya Lake,Karnaphuli River,Foy's Lake,Bhatiari,Guliakhali Sea Beach,Patenga Sea Beach,Naval Beach,,,,Female,No,Solo,Autumn,19823.0
406,7,Chittagong Circuit House,Bhatiari,Napittachora Waterfalls,Patenga Sea Beach,,,,,,,Male,Yes,Couple,Monsoon,15284.4
407,8,Napittachora Waterfalls,Naval Beach,Bhatiari,Chittagong Circuit House,Abhay Mitra Ghat,Guliakhali Sea Beach,,,,,Female,Yes,Solo,Autumn,4832.0
408,8,Napittachora Waterfalls,Guliakhali Sea Beach,Abhay Mitra Ghat,Bashbaria Sea Beach,Foy's Lake,,,,,,Male,No,Family,Winter,20000.0
409,4,Bhatiari,Naval Beach,Bashbaria Sea Beach,,,,,,,,Female,Yes,Family,Winter,15124.5
410,2,Naval Beach,Foy's Lake,Khoiyachora Waterfall,,,,,,,,Female,Yes,Solo,Autumn,3030.0
411,1,Mohamaya Lake,Abhay Mitra Ghat,Guliakhali Sea Beach,Chittagong Circuit House,Chandranath Hill and Temple,,,,,,Female,Yes,Couple,Autumn,8647.199999999999
412,7,Chittagong Circuit House,Guliakhali Sea Beach,Karnaphuli River,Mohamaya Lake,Bhatiari,Patenga Sea Beach,Naval Beach,Khoiyachora Waterfall,Foy's Lake,Bashbaria Sea Beach,Male,Yes,Couple,Autumn,6981.599999999999
413,8,Foy's Lake,Chandranath Hill and Temple,,,,,,,,,Male,No,Friends,Autumn,5991.0
414,4,Bashbaria Sea Beach,Guliakhali Sea Beach,Chittagong Circuit House,Napittachora Waterfalls,Patenga Sea Beach,Khoiyachora Waterfall,,,,,Male,Yes,Family,Winter,9685.5
415,5,Khoiyachora Waterfall,Chittagong Circuit House,Bhatiari,Patenga Sea Beach,Naval Beach,Guliakhali Sea Beach,,,,,Female,Yes,Friends,Summer,19165.0
416,4,Khoiyachora Waterfall,Naval Beach,Patenga Sea Beach,Mohamaya Lake,Bhatiari,Bashbaria Sea Beach,Napittachora Waterfalls,Karnaphuli River,Chittagong Circuit House,Guliakhali Sea Beach,Female,No,Friends,Summer,11746.0
417,4,Mohamaya Lake,Foy's Lake,Bhatiari,Chandranath Hill and Temple,Naval Beach,Abhay Mitra Ghat,Napittachora Waterfalls,Karnaphuli River,Chittagong Circuit House,Bashbaria Sea Beach,Male,No,Family,Winter,8757.0
418,4,Patenga Sea Beach,Bhatiari,Chittagong Circuit House,Abhay Mitra Ghat,Guliakhali Sea Beach,Foy's Lake,Karnaphuli River,,,,Female,No,Couple,Winter,17942.399999999998
419,5,Foy's Lake,,,,,,,,,,Female,No,Family,Winter,15901.5
420,7,Naval Beach,Chittagong Circuit House,Bashbaria Sea Beach,Khoiyachora Waterfall,,,,,,,Male,Yes,Couple,Summer,19819.2
421,6,Abhay Mitra Ghat,Bhatiari,Napittachora Waterfalls,Foy's Lake,Naval Beach,Khoiyachora Waterfall,Patenga Sea Beach,,,,Female,Yes,Family,Winter,16131.0
422,5,Guliakhali Sea Beach,Patenga Sea Beach,Khoiyachora Waterfall,,,,,,,,Male,Yes,Solo,Summer,6368.0
423,7,Naval Beach,,,,,,,,,,Male,No,Solo,Winter,19930.0
424,3,Chandranath Hill and Temple,Abhay Mitra Ghat,Karnaphuli River,,,,,,,,Male,Yes,Couple,Autumn,14889.599999999999
425,8,Chandranath Hill and Temple,Bhatiari,Chittagong Circuit House,Napittachora Waterfalls,,,,,,,Male,No,Family,Summer,13929.0
426,7,Bashbaria Sea Beach,Patenga Sea Beach,Foy's Lake,Napittachora Waterfalls,Chittagong Circuit House,Naval Beach,Abhay Mitra Ghat,Guliakhali Sea Beach,,,Female,Yes,Friends,Winter,19491.0
427,1,Guliakhali Sea Beach,Naval Beach,Karnaphuli River,Khoiyachora Waterfall,Napittachora Waterfalls,Patenga Sea Beach,Abhay Mitra Ghat,,,,Female,Yes,Family,Monsoon,20000.0
428,5,Karnaphuli River,Napittachora Waterfalls,Abhay Mitra Ghat,Khoiyachora Waterfall,Bhatiari,Naval Beach,Chandranath Hill and Temple,,,,Male,Yes,Family,Winter,20000.0
429,8,Patenga Sea Beach,Bashbaria Sea Beach,Mohamaya Lake,Bhatiari,Naval Beach,Chittagong Circuit House,Khoiyachora Waterfall,Napittachora Waterfalls,,,Male,Yes,Solo,Monsoon,12235.0
430,9,Mohamaya Lake,Karnaphuli River,Naval Beach,Napittachora Waterfalls,Foy's Lake,,,,,,Female,No,Solo,Summer,15396.0
431,5,Chittagong Circuit House,Patenga Sea Beach,Khoiyachora Waterfall,Napittachora Waterfalls,Guliakhali Sea Beach,Karnaphuli River,Abhay Mitra Ghat,Naval Beach,Mohamaya Lake,,Female,No,Couple,Monsoon,10808.4
432,8,Bhatiari,Guliakhali Sea Beach,,,,,,,,,Female,Yes,Couple,Winter,17013.6
433,5,Chandranath Hill and Temple,Napittachora Waterfalls,Bashbaria Sea Beach,Abhay Mitra Ghat,Karnaphuli River,,,,,,Male,No,Family,Monsoon,15051.0
434,7,Patenga Sea Beach,Chandranath Hill and Temple,Mohamaya Lake,Bashbaria Sea Beach,Karnaphuli River,Khoiyachora Waterfall,Abhay Mitra Ghat,,,,Female,Yes,Solo,Autumn,13147.0
435,10,Khoiyachora Waterfall,Foy's Lake,Bhatiari,Abhay Mitra Ghat,,,,,,,Male,Yes,Family,Winter,19704.0
436,4,Napittachora Waterfalls,Karnaphuli River,Foy's Lake,Patenga Sea Beach,Naval Beach,,,,,,Female,Yes,Friends,Summer,7421.0
437,10,Guliakhali Sea Beach,Naval Beach,Patenga Sea Beach,,,,,,,,Female,No,Friends,Monsoon,13183.0
438,2,Bashbaria Sea Beach,Chandranath Hill and Temple,Abhay Mitra Ghat,Guliakhali Sea Beach,Patenga Sea Beach,Khoiyachora Waterfall,Napittachora Waterfalls,,,,Male,Yes,Couple,Autumn,5954.4
439,5,Mohamaya Lake,Napittachora Waterfalls,Patenga Sea Beach,Abhay Mitra Ghat,Karnaphuli River,Khoiyachora Waterfall,Naval Beach,Chandranath Hill and Temple,,,Male,Yes,Solo,Summer,10245.0
440,5,Chandranath Hill and Temple,Foy's Lake,Khoiyachora Waterfall,Karnaphuli River,Patenga Sea Beach,Naval Beach,,,,,Female,No,Family,Monsoon,16963.5
441,4,Abhay Mitra Ghat,Bhatiari,Karnaphuli River,Guliakhali Sea Beach,Mohamaya Lake,Napittachora Waterfalls,Naval Beach,Khoiyachora Waterfall,Bashbaria Sea Beach,,Male,No,Solo,Summer,11979.0
442,4,Bhatiari,Chandranath Hill and Temple,,,,,,,,,Male,No,Couple,Winter,19698.0
443,4,Khoiyachora Waterfall,Bhatiari,Mohamaya Lake,Chittagong Circuit House,,,,,,,Male,Yes,Family,Summer,8341.5
444,10,Mohamaya Lake,Patenga Sea Beach,,,,,,,,,Male,No,Friends,Summer,5970.0
445,10,Guliakhali Sea Beach,Abhay Mitra Ghat,Bhatiari,Naval Beach,Bashbaria Sea Beach,Khoiyachora Waterfall,Mohamaya Lake,Chandranath Hill and Temple,,,Male,No,Couple,Summer,6482.4
446,3,Napittachora Waterfalls,Foy's Lake,Mohamaya Lake,Patenga Sea Beach,,,,,,,Male,Yes,Family,Monsoon,19833.0
447,3,Patenga Sea Beach,Bashbaria Sea Beach,Chandranath Hill and Temple,Karnaphuli River,Foy's Lake,Khoiyachora Waterfall,,,,,Male,Yes,Family,Monsoon,20000.0
448,9,Mohamaya Lake,Bhatiari,Guliakhali Sea Beach,Bashbaria Sea Beach,Foy's Lake,Chandranath Hill and Temple,Khoiyachora Waterfall,,,,Male,Yes,Family,Monsoon,20000.0
449,6,Napittachora Waterfalls,Chandranath Hill and Temple,Bhatiari,Naval Beach,,,,,,,Male,Yes,Solo,Monsoon,17652.0
450,10,Chandranath Hill and Temple,Khoiyachora Waterfall,Bhatiari,Patenga Sea Beach,Karnaphuli River,Abhay Mitra Ghat,Chittagong Circuit House,Bashbaria Sea Beach,Guliakhali Sea Beach,,Male,Yes,Couple,Summer,13314.0
451,10,Naval Beach,,,,,,,,,,Male,Yes,Friends,Summer,13581.0
452,1,Napittachora Waterfalls,Bashbaria Sea Beach,,,,,,,,,Male,Yes,Friends,Monsoon,13021.0
453,9,Naval Beach,Patenga Sea Beach,Guliakhali Sea Beach,Bashbaria Sea Beach,,,,,,,Female,No,Solo,Summer,7350.0
454,2,Napittachora Waterfalls,Bashbaria Sea Beach,Chittagong Circuit House,Bhatiari,Khoiyachora Waterfall,Foy's Lake,Patenga Sea Beach,Naval Beach,,,Female,Yes,Family,Monsoon,11101.5
